,sentence,label,paragraph_id
390,"however, it is generally recognized that the growth of Vibrio parahaemolyticus (Vp) is unlikely and is not a concern in harvested oysters when their temperature is not greater than 10°C;","overall, pathogen, temperature",221
391,Optimal temperatures for the growth of Vibrio parahaemolyticus (Vp) are between 20 and 37°C.,"overall, measurement, temperature, pathogen",222
392,"For example, Vibrio parahaemolyticus (Vp) can double in number in under 2 hours when oysters are maintained at 25°C.","overall, pathogen, time constraint, temperature",223
393,The following requirements will apply to Canadian dairy processors under the IREP: Raw milk/cream coming from the USA must be from a United States Food and Drug Administration (USFDA) recognized Bulk Tank Unit (BTU) and be listed in good standing on the National Conference on Interstate Milk Shipments(NCIMS) and meet Canadian animal health import requirements.,"overall, data, non-label data",224
394,Every bulk milk/cream tanker entering Canada from the USA must be accompanied by a document signed by a USFDA Official indicating that the milk/cream in the tanker meets the specific specifications as set out in point 1. above.,"overall, data, non-label data",225
395,The finished product must be labelled Product of Canada as set out in regulations.,"overall, data, label data",226
396,All requirements set out in the Food exports must be met for exporting the final product.,overall,227
397,CFIA reserves the right to carry out audits of those involved in the IREP;,overall,228
398,the frequency will be based upon random selection to determine that the policy is being followed as outlined.,"overall, time constraint",229
399,Deviations from the policy may affect participation in IREP.,overall,230
400,"The grades and grade names for Frozen Atlantic smelts are ""Small Size"", ""Medium Size"", ""No. 1 Size"", and ""Extra Size"".","overall, data, label data, measurement, size",231
401,"Frozen Atlantic smelts, having a grade name set out in column 1 of an item of the Table of Smelt Grading by Length, must be packaged according to the length of the fish, measured from the tip of the nose to the round of the tail of the smelt, set out in column 2 of the item.","overall, data, label data, measurement, size",232
402,"The grades and grade names for Whitefish are ""Small"", ""Medium"", ""Large"", and ""Jumbo"".","overall, data, label data, measurement, size",233
403,"Whitefish, having a grade name set out in column 1 of an item of the Table of Whitefish Grading by Weight, must be packaged according to the weight of the Whitefish, set out in column 2 of the item.","overall, data, label data, measurement, mass",234
404,"The grades and grade names for Pacific salmon are ""Grade A"", ""Standard"", and ""Utility"".","overall, data, label data",235
405,"6. Frozen gutted Pacific Salmon that is graded
(a) ""Grade A"" must be whole, head on or head off, properly cut and cleaned, and free from all entrails, physical damage, bellyburn and signs of advanced sexual maturity;","overall, data, label data",236
406,"(b) ""Standard"" must be whole, head on or head off, properly cut and cleaned and reasonably free from entrails, physical damage, bellyburn and signs of advanced sexual maturity;","overall, data, label data",236
407,"or (c) ""Utility"" must be whole, head on or head off, eviscerated and not tainted, decomposed or unwholesome.","overall, data, label data",236
